Task B3: Get All Temperature Readings between 17.0 and 19.0
Temperature, Year, Month_Avg, Country, Country_Code
18.89(C) 66.0(F),2005,Jul,Lithuania,LTU
18.89(C) 66.0(F),2010,Sep,Australia,AUS
18.89(C) 66.0(F),2016,Dec,India,IND
18.89(C) 66.0(F),2004,Jan,Bahrain,BHR
18.89(C) 66.01(F),2014,Jun,Andorra,AND
18.89(C) 66.01(F),2006,Jul,Nepal,NPL
18.89(C) 66.01(F),2014,Sep,Andorra,AND
18.89(C) 66.01(F),2006,May,Zimbabwe,ZWE
18.9(C) 66.01(F),2015,Sep,Spain,ESP
18.9(C) 66.01(F),2002,Jun,Slovenia,SVN
18.9(C) 66.01(F),2015,Jun,United States,USA
18.9(C) 66.01(F),2004,Jul,New Caledonia,NCL
18.9(C) 66.02(F),2007,Aug,Nepal,NPL
18.9(C) 66.02(F),2012,May,Afghanistan,AFG
18.9(C) 66.02(F),2010,Aug,Poland,POL
18.9(C) 66.02(F),2012,May,Azerbaijan,AZE
18.9(C) 66.02(F),2013,Nov,Libya,LBY
18.9(C) 66.02(F),2005,Jul,Slovenia,SVN
18.91(C) 66.03(F),2014,Aug,Peru,PER
18.91(C) 66.03(F),2002,Jul,Czech Republic,CZE
18.91(C) 66.03(F),2009,Jul,Peru,PER
18.91(C) 66.04(F),2014,Jul,Paraguay,PRY
18.91(C) 66.04(F),2009,Aug,United States,USA
18.91(C) 66.04(F),2006,May,Lebanon,LBN
18.91(C) 66.04(F),2008,Jul,Angola,AGO
18.91(C) 66.04(F),2009,Jun,Romania,ROU
18.91(C) 66.04(F),2009,Dec,India,IND
18.91(C) 66.04(F),2012,Jun,Malawi,MWI
18.91(C) 66.04(F),2000,Dec,Rwanda,RWA
18.91(C) 66.04(F),2016,Jun,Peru,PER
18.91(C) 66.05(F),2015,Aug,Netherlands,NLD
18.91(C) 66.05(F),2003,Aug,Nepal,NPL
18.92(C) 66.05(F),2013,Feb,Lesotho,LSO
18.92(C) 66.05(F),2013,May,Moldova,MDA
18.92(C) 66.05(F),2009,Jun,Italy,ITA
18.92(C) 66.06(F),2003,Jul,Finland,FIN
18.92(C) 66.06(F),2004,Sep,Turkey,TUR
18.92(C) 66.06(F),2010,Jun,Italy,ITA
18.92(C) 66.06(F),2013,Oct,South Africa,ZAF
18.92(C) 66.06(F),2010,Jul,Malawi,MWI
18.92(C) 66.06(F),2005,Jun,Albania,ALB
18.92(C) 66.06(F),2015,Jan,Niger,NER
18.93(C) 66.07(F),2008,Apr,Cyprus,CYP
18.93(C) 66.07(F),2015,Mar,Libya,LBY
18.93(C) 66.07(F),2003,Mar,Mexico,MEX
18.93(C) 66.07(F),2002,Jun,Nepal,NPL
18.93(C) 66.07(F),2001,Jul,Belgium,BEL
18.93(C) 66.07(F),2000,Sep,Turkey,TUR
18.93(C) 66.08(F),2009,Aug,Netherlands,NLD
18.93(C) 66.08(F),2015,Jul,Paraguay,PRY
18.94(C) 66.08(F),2004,Jul,France,FRA
18.94(C) 66.08(F),2000,Dec,Bahrain,BHR
18.94(C) 66.08(F),2006,Dec,Niger,NER
18.94(C) 66.08(F),2015,Mar,Argentina,ARG
18.94(C) 66.09(F),2000,Jul,New Caledonia,NCL
18.94(C) 66.09(F),2015,Aug,New Caledonia,NCL
18.94(C) 66.09(F),2013,Jun,Croatia,HRV
18.94(C) 66.09(F),2013,May,Morocco,MAR
18.94(C) 66.09(F),2014,Jul,Malawi,MWI
18.94(C) 66.1(F),2016,Aug,Nepal,NPL
18.95(C) 66.11(F),2011,Aug,Czech Republic,CZE
18.95(C) 66.11(F),2016,Jul,Germany,DEU
18.95(C) 66.11(F),2007,Nov,Libya,LBY
18.95(C) 66.11(F),2006,Jul,Estonia,EST
18.95(C) 66.11(F),2007,Jun,Rwanda,RWA
18.95(C) 66.11(F),2012,Jun,Angola,AGO
18.95(C) 66.11(F),2008,Mar,Mexico,MEX
18.95(C) 66.12(F),2015,Jun,Nepal,NPL
18.95(C) 66.12(F),2013,Oct,Syria,SYR
18.95(C) 66.12(F),2001,Jul,New Caledonia,NCL
18.96(C) 66.12(F),2007,Jun,Republic of Montenegro,MNE
18.96(C) 66.12(F),2002,Sep,Portugal,PRT
18.96(C) 66.12(F),2012,Jun,Slovenia,SVN
18.96(C) 66.12(F),2002,Aug,China,CHN
18.96(C) 66.12(F),2005,Jun,Croatia,HRV
18.96(C) 66.12(F),2015,Jan,Laos,LAO
18.96(C) 66.13(F),2010,Jun,Peru,PER
18.96(C) 66.13(F),2001,Jan,Myanmar (Burma),MMR
18.96(C) 66.13(F),2007,Jun,Japan,JPN
18.96(C) 66.13(F),2002,Dec,India,IND
18.96(C) 66.13(F),2000,Apr,Uruguay,URY
18.96(C) 66.13(F),2013,May,Greece,GRC
18.96(C) 66.13(F),2004,Aug,Republic of Montenegro,MNE
18.96(C) 66.14(F),2008,Dec,Laos,LAO
18.96(C) 66.14(F),2013,May,Botswana,BWA
18.96(C) 66.14(F),2001,Nov,Egypt,EGY
18.97(C) 66.14(F),2002,Apr,Tunisia,TUN
18.97(C) 66.14(F),2003,Aug,Georgia,GEO
18.97(C) 66.14(F),2001,Aug,Germany,DEU
18.97(C) 66.14(F),2010,Aug,Latvia,LVA
18.97(C) 66.14(F),2006,Oct,Lebanon,LBN
18.97(C) 66.14(F),2013,Jun,Malawi,MWI
18.97(C) 66.14(F),2011,Jun,Turkey,TUR
18.97(C) 66.15(F),2014,Jul,Republic of Montenegro,MNE
18.97(C) 66.15(F),2014,Dec,Myanmar (Burma),MMR
18.97(C) 66.15(F),2001,Sep,Japan,JPN
18.97(C) 66.15(F),2008,Mar,Algeria,DZA
18.97(C) 66.15(F),2001,May,Lebanon,LBN
18.97(C) 66.15(F),2012,Oct,Iran,IRN
18.97(C) 66.15(F),2014,May,Azerbaijan,AZE
18.97(C) 66.15(F),2015,Sep,Japan,JPN
18.98(C) 66.16(F),2005,May,Swaziland,SWZ
18.98(C) 66.16(F),2003,Jan,United Arab Emirates,ARE
18.98(C) 66.16(F),2003,Jul,Netherlands,NLD
18.98(C) 66.16(F),2015,Nov,Rwanda,RWA
18.98(C) 66.16(F),2013,Aug,Czech Republic,CZE
18.98(C) 66.16(F),2007,Jul,New Caledonia,NCL
18.98(C) 66.16(F),2011,Nov,Argentina,ARG
18.98(C) 66.16(F),2012,May,Swaziland,SWZ
18.98(C) 66.17(F),2006,Sep,Swaziland,SWZ
18.98(C) 66.17(F),2006,Jun,Ukraine,UKR
18.98(C) 66.17(F),2014,Jul,Nepal,NPL
18.98(C) 66.17(F),2014,May,Bolivia,BOL
18.99(C) 66.18(F),2016,Jul,Peru,PER
18.99(C) 66.18(F),2014,Jan,Vietnam,VNM
18.99(C) 66.18(F),2011,Jun,Bosnia and Herzegovina,BIH
18.99(C) 66.18(F),2010,Jun,Albania,ALB
18.99(C) 66.18(F),2008,Mar,Pakistan,PAK
18.99(C) 66.18(F),2005,Aug,Nepal,NPL
18.99(C) 66.18(F),2000,Jul,Andorra,AND
18.99(C) 66.18(F),2004,Aug,Monaco,MCO
19.0(C) 66.19(F),2007,Jul,Burundi,BDI
19.0(C) 66.19(F),2001,Aug,Luxembourg,LUX
19.0(C) 66.19(F),2016,Jun,Malawi,MWI
